_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
3435,2010/11,S08000031, ,Total,d,> 6 months,395
3436,2010/11,S08000022, ,SMR01, ,< 1 day,155
3437,2010/11,S08000022, ,SMR01, ,1 - 7 days,425
3438,2010/11,S08000022, ,SMR01, ,8 - 28 days,110
3439,2010/11,S08000022, ,SMR01, ,29 days - 6 months,60
3440,2010/11,S08000022, ,SMR01, ,> 6 months,10
3441,2010/11,S08000022, ,SMR04, ,< 1 day,25
3442,2010/11,S08000022, ,SMR04, ,1 - 7 days,335
3443,2010/11,S08000022, ,SMR04, ,8 - 28 days,405
3444,2010/11,S08000022, ,SMR04, ,29 days - 6 months,365
3445,2010/11,S08000022, ,SMR04, ,> 6 months,115
3446,2010/11,S08000022, ,Total,d,< 1 day,180
3447,2010/11,S08000022, ,Total,d,1 - 7 days,760
3448,2010/11,S08000022, ,Total,d,8 - 28 days,515
3449,2010/11,S08000022, ,Total,d,29 days - 6 months,425
3450,2010/11,S08000022, ,Total,d,> 6 months,125
3451,2010/11,S08000032, ,SMR01, ,< 1 day,215
3452,2010/11,S08000032, ,SMR01, ,1 - 7 days,735
3453,2010/11,S08000032, ,SMR01, ,8 - 28 days,175
3454,2010/11,S08000032, ,SMR01, ,29 days - 6 months,60
3455,2010/11,S08000032, ,SMR01, ,> 6 months,5
3456,2010/11,S08000032, ,SMR04, ,< 1 day,55
3457,2010/11,S08000032, ,SMR04, ,1 - 7 days,455
3458,2010/11,S08000032, ,SMR04, ,8 - 28 days,880
3459,2010/11,S08000032, ,SMR04, ,29 days - 6 months,620
3460,2010/11,S08000032, ,SMR04, ,> 6 months,120
3461,2010/11,S08000032, ,Total,d,< 1 day,265
3462,2010/11,S08000032, ,Total,d,1 - 7 days,1190
3463,2010/11,S08000032, ,Total,d,8 - 28 days,1050
3464,2010/11,S08000032, ,Total,d,29 days - 6 months,675
3465,2010/11,S08000032, ,Total,d,> 6 months,125
3466,2010/11,S08000024, ,SMR01, ,< 1 day,330
3467,2010/11,S08000024, ,SMR01, ,1 - 7 days,695
3468,2010/11,S08000024, ,SMR01, ,8 - 28 days,280
3469,2010/11,S08000024, ,SMR01, ,29 days - 6 months,220
3470,2010/11,S08000024, ,SMR01, ,> 6 months,15
3471,2010/11,S08000024, ,SMR04, ,< 1 day,45
3472,2010/11,S08000024, ,SMR04, ,1 - 7 days,810
3473,2010/11,S08000024, ,SMR04, ,8 - 28 days,990
3474,2010/11,S08000024, ,SMR04, ,29 days - 6 months,760
3475,2010/11,S08000024, ,SMR04, ,> 6 months,210
3476,2010/11,S08000024, ,Total,d,< 1 day,375
3477,2010/11,S08000024, ,Total,d,1 - 7 days,1505
3478,2010/11,S08000024, ,Total,d,8 - 28 days,1270
3479,2010/11,S08000024, ,Total,d,29 days - 6 months,980
3480,2010/11,S08000024, ,Total,d,> 6 months,225
3481,2010/11,S08000025, ,SMR01, ,< 1 day,20
3482,2010/11,S08000025, ,SMR01, ,1 - 7 days,35
3483,2010/11,S08000025, ,SMR01, ,8 - 28 days,5
3484,2010/11,S08000025, ,SMR01, ,29 days - 6 months,0
3485,2010/11,S08000025, ,SMR01, ,> 6 months,0
3486,2010/11,S08000025, ,SMR04, ,< 1 day,0
3487,2010/11,S08000025, ,SMR04, ,1 - 7 days,0
3488,2010/11,S08000025, ,SMR04, ,8 - 28 days,0
3489,2010/11,S08000025, ,SMR04, ,29 days - 6 months,0
3490,2010/11,S08000025, ,SMR04, ,> 6 months,0
3491,2010/11,S08000025, ,Total,d,< 1 day,20
3492,2010/11,S08000025, ,Total,d,1 - 7 days,35
3493,2010/11,S08000025, ,Total,d,8 - 28 days,5
3494,2010/11,S08000025, ,Total,d,29 days - 6 months,0
3495,2010/11,S08000025, ,Total,d,> 6 months,0
3496,2010/11,S08000026, ,SMR01, ,< 1 day,20
3497,2010/11,S08000026, ,SMR01, ,1 - 7 days,45
3498,2010/11,S08000026, ,SMR01, ,8 - 28 days,5
3499,2010/11,S08000026, ,SMR01, ,29 days - 6 months,0
3500,2010/11,S08000026, ,SMR01, ,> 6 months,0
3501,2010/11,S08000026, ,SMR04, ,< 1 day,0
3502,2010/11,S08000026, ,SMR04, ,1 - 7 days,0
3503,2010/11,S08000026, ,SMR04, ,8 - 28 days,0
3504,2010/11,S08000026, ,SMR04, ,29 days - 6 months,0
3505,2010/11,S08000026, ,SMR04, ,> 6 months,0
3506,2010/11,S08000026, ,Total,d,< 1 day,20
3507,2010/11,S08000026, ,Total,d,1 - 7 days,45
3508,2010/11,S08000026, ,Total,d,8 - 28 days,5
3509,2010/11,S08000026, ,Total,d,29 days - 6 months,0
3510,2010/11,S08000026, ,Total,d,> 6 months,0
3511,2010/11,S08000030, ,SMR01, ,< 1 day,105
3512,2010/11,S08000030, ,SMR01, ,1 - 7 days,210
3513,2010/11,S08000030, ,SMR01, ,8 - 28 days,80
3514,2010/11,S08000030, ,SMR01, ,29 days - 6 months,50
3515,2010/11,S08000030, ,SMR01, ,> 6 months,5
3516,2010/11,S08000030, ,SMR04, ,< 1 day,30
3517,2010/11,S08000030, ,SMR04, ,1 - 7 days,505
3518,2010/11,S08000030, ,SMR04, ,8 - 28 days,540
3519,2010/11,S08000030, ,SMR04, ,29 days - 6 months,550
3520,2010/11,S08000030, ,SMR04, ,> 6 months,120
3521,2010/11,S08000030, ,Total,d,< 1 day,135
3522,2010/11,S08000030, ,Total,d,1 - 7 days,715
3523,2010/11,S08000030, ,Total,d,8 - 28 days,620
3524,2010/11,S08000030, ,Total,d,29 days - 6 months,600
3525,2010/11,S08000030, ,Total,d,> 6 months,125
3526,2010/11,S08000028, ,SMR01, ,< 1 day,20
3527,2010/11,S08000028, ,SMR01, ,1 - 7 days,40
3528,2010/11,S08000028, ,SMR01, ,8 - 28 days,10
3529,2010/11,S08000028, ,SMR01, ,29 days - 6 months,5
3530,2010/11,S08000028, ,SMR01, ,> 6 months,5
3531,2010/11,S08000028, ,SMR04, ,< 1 day,0
3532,2010/11,S08000028, ,SMR04, ,1 - 7 days,20
3533,2010/11,S08000028, ,SMR04, ,8 - 28 days,20
3534,2010/11,S08000028, ,SMR04, ,29 days - 6 months,15
3535,2010/11,S08000028, ,SMR04, ,> 6 months,10
3536,2010/11,S08000028, ,Total,d,< 1 day,20
3537,2010/11,S08000028, ,Total,d,1 - 7 days,65
3538,2010/11,S08000028, ,Total,d,8 - 28 days,30
3539,2010/11,S08000028, ,Total,d,29 days - 6 months,20
3540,2010/11,S08000028, ,Total,d,> 6 months,10
3541,2010/11,SB0802, ,SMR01, ,< 1 day,0
3542,2010/11,SB0802, ,SMR01, ,1 - 7 days,0
3543,2010/11,SB0802, ,SMR01, ,8 - 28 days,0
3544,2010/11,SB0802, ,SMR01, ,29 days - 6 months,0
3545,2010/11,SB0802, ,SMR01, ,> 6 months,0
3546,2010/11,SB0802, ,SMR04, ,< 1 day,0
3547,2010/11,SB0802, ,SMR04, ,1 - 7 days,0
3548,2010/11,SB0802, ,SMR04, ,8 - 28 days,0
3549,2010/11,SB0802, ,SMR04, ,29 days - 6 months,0
3550,2010/11,SB0802, ,SMR04, ,> 6 months,10
3551,2010/11,SB0802, ,Total,d,< 1 day,0
3552,2010/11,SB0802, ,Total,d,1 - 7 days,0
3553,2010/11,SB0802, ,Total,d,8 - 28 days,0
3554,2010/11,SB0802, ,Total,d,29 days - 6 months,0
3555,2010/11,SB0802, ,Total,d,> 6 months,10
3556,2010/11,S92000003,d,SMR01, ,< 1 day,2025
3557,2010/11,S92000003,d,SMR01, ,1 - 7 days,5730
3558,2010/11,S92000003,d,SMR01, ,8 - 28 days,1670
3559,2010/11,S92000003,d,SMR01, ,29 days - 6 months,810
3560,2010/11,S92000003,d,SMR01, ,> 6 months,65
3561,2010/11,S92000003,d,SMR04, ,< 1 day,370
3562,2010/11,S92000003,d,SMR04, ,1 - 7 days,5090
3563,2010/11,S92000003,d,SMR04, ,8 - 28 days,6450
3564,2010/11,S92000003,d,SMR04, ,29 days - 6 months,5595
3565,2010/11,S92000003,d,SMR04, ,> 6 months,1360
3566,2010/11,S92000003,d,Total,d,< 1 day,2395
3567,2010/11,S92000003,d,Total,d,1 - 7 days,10820
3568,2010/11,S92000003,d,Total,d,8 - 28 days,8115
3569,2010/11,S92000003,d,Total,d,29 days - 6 months,6405
3570,2010/11,S92000003,d,Total,d,> 6 months,1425
3571,2011/12,SB0801, ,SMR01, ,< 1 day,0
3572,2011/12,SB0801, ,SMR01, ,1 - 7 days,0
3573,2011/12,SB0801, ,SMR01, ,8 - 28 days,0
3574,2011/12,SB0801, ,SMR01, ,29 days - 6 months,0
3575,2011/12,SB0801, ,SMR01, ,> 6 months,0
3576,2011/12,SB0801, ,SMR04, ,< 1 day,0
3577,2011/12,SB0801, ,SMR04, ,1 - 7 days,0
3578,2011/12,SB0801, ,SMR04, ,8 - 28 days,0
3579,2011/12,SB0801, ,SMR04, ,29 days - 6 months,0
3580,2011/12,SB0801, ,SMR04, ,> 6 months,0
3581,2011/12,SB0801, ,Total,d,< 1 day,0
3582,2011/12,SB0801, ,Total,d,1 - 7 days,0
3583,2011/12,SB0801, ,Total,d,8 - 28 days,0
3584,2011/12,SB0801, ,Total,d,29 days - 6 months,0
3585,2011/12,SB0801, ,Total,d,> 6 months,0
3586,2011/12,S08000015, ,SMR01, ,< 1 day,205
3587,2011/12,S08000015, ,SMR01, ,1 - 7 days,485
3588,2011/12,S08000015, ,SMR01, ,8 - 28 days,120
3589,2011/12,S08000015, ,SMR01, ,29 days - 6 months,30
3590,2011/12,S08000015, ,SMR01, ,> 6 months,0
3591,2011/12,S08000015, ,SMR04, ,< 1 day,20
3592,2011/12,S08000015, ,SMR04, ,1 - 7 days,375
3593,2011/12,S08000015, ,SMR04, ,8 - 28 days,470
3594,2011/12,S08000015, ,SMR04, ,29 days - 6 months,445
3595,2011/12,S08000015, ,SMR04, ,> 6 months,55
3596,2011/12,S08000015, ,Total,d,< 1 day,230
3597,2011/12,S08000015, ,Total,d,1 - 7 days,855
3598,2011/12,S08000015, ,Total,d,8 - 28 days,590
3599,2011/12,S08000015, ,Total,d,29 days - 6 months,475
3600,2011/12,S08000015, ,Total,d,> 6 months,55
3601,2011/12,S08000016, ,SMR01, ,< 1 day,75
3602,2011/12,S08000016, ,SMR01, ,1 - 7 days,105
3603,2011/12,S08000016, ,SMR01, ,8 - 28 days,45
3604,2011/12,S08000016, ,SMR01, ,29 days - 6 months,20
3605,2011/12,S08000016, ,SMR01, ,> 6 months,0
3606,2011/12,S08000016, ,SMR04, ,< 1 day,10
3607,2011/12,S08000016, ,SMR04, ,1 - 7 days,145
3608,2011/12,S08000016, ,SMR04, ,8 - 28 days,150
3609,2011/12,S08000016, ,SMR04, ,29 days - 6 months,140
3610,2011/12,S08000016, ,SMR04, ,> 6 months,30
3611,2011/12,S08000016, ,Total,d,< 1 day,85
3612,2011/12,S08000016, ,Total,d,1 - 7 days,250
3613,2011/12,S08000016, ,Total,d,8 - 28 days,195
3614,2011/12,S08000016, ,Total,d,29 days - 6 months,160
3615,2011/12,S08000016, ,Total,d,> 6 months,30
3616,2011/12,S08000017, ,SMR01, ,< 1 day,175
3617,2011/12,S08000017, ,SMR01, ,1 - 7 days,145
3618,2011/12,S08000017, ,SMR01, ,8 - 28 days,55
3619,2011/12,S08000017, ,SMR01, ,29 days - 6 months,20
3620,2011/12,S08000017, ,SMR01, ,> 6 months,0
3621,2011/12,S08000017, ,SMR04, ,< 1 day,35
3622,2011/12,S08000017, ,SMR04, ,1 - 7 days,225
3623,2011/12,S08000017, ,SMR04, ,8 - 28 days,195
3624,2011/12,S08000017, ,SMR04, ,29 days - 6 months,140
3625,2011/12,S08000017, ,SMR04, ,> 6 months,35
3626,2011/12,S08000017, ,Total,d,< 1 day,210
3627,2011/12,S08000017, ,Total,d,1 - 7 days,375
3628,2011/12,S08000017, ,Total,d,8 - 28 days,245
3629,2011/12,S08000017, ,Total,d,29 days - 6 months,160
3630,2011/12,S08000017, ,Total,d,> 6 months,35
3631,2011/12,S08000029, ,SMR01, ,< 1 day,105
3632,2011/12,S08000029, ,SMR01, ,1 - 7 days,180
3633,2011/12,S08000029, ,SMR01, ,8 - 28 days,155
3634,2011/12,S08000029, ,SMR01, ,29 days - 6 months,50
3635,2011/12,S08000029, ,SMR01, ,> 6 months,0
3636,2011/12,S08000029, ,SMR04, ,< 1 day,30
3637,2011/12,S08000029, ,SMR04, ,1 - 7 days,390
3638,2011/12,S08000029, ,SMR04, ,8 - 28 days,400
3639,2011/12,S08000029, ,SMR04, ,29 days - 6 months,330
3640,2011/12,S08000029, ,SMR04, ,> 6 months,95
3641,2011/12,S08000029, ,Total,d,< 1 day,135
3642,2011/12,S08000029, ,Total,d,1 - 7 days,565
3643,2011/12,S08000029, ,Total,d,8 - 28 days,555
3644,2011/12,S08000029, ,Total,d,29 days - 6 months,380
3645,2011/12,S08000029, ,Total,d,> 6 months,95
3646,2011/12,S08000019, ,SMR01, ,< 1 day,55
3647,2011/12,S08000019, ,SMR01, ,1 - 7 days,145
3648,2011/12,S08000019, ,SMR01, ,8 - 28 days,55
3649,2011/12,S08000019, ,SMR01, ,29 days - 6 months,20
3650,2011/12,S08000019, ,SMR01, ,> 6 months,0
3651,2011/12,S08000019, ,SMR04, ,< 1 day,25
3652,2011/12,S08000019, ,SMR04, ,1 - 7 days,350
3653,2011/12,S08000019, ,SMR04, ,8 - 28 days,220
3654,2011/12,S08000019, ,SMR04, ,29 days - 6 months,200
3655,2011/12,S08000019, ,SMR04, ,> 6 months,60
3656,2011/12,S08000019, ,Total,d,< 1 day,80
3657,2011/12,S08000019, ,Total,d,1 - 7 days,495
3658,2011/12,S08000019, ,Total,d,8 - 28 days,280
3659,2011/12,S08000019, ,Total,d,29 days - 6 months,225
3660,2011/12,S08000019, ,Total,d,> 6 months,60
3661,2011/12,S08000020, ,SMR01, ,< 1 day,145
3662,2011/12,S08000020, ,SMR01, ,1 - 7 days,525
3663,2011/12,S08000020, ,SMR01, ,8 - 28 days,170
3664,2011/12,S08000020, ,SMR01, ,29 days - 6 months,55
3665,2011/12,S08000020, ,SMR01, ,> 6 months,0
3666,2011/12,S08000020, ,SMR04, ,< 1 day,25
3667,2011/12,S08000020, ,SMR04, ,1 - 7 days,495
3668,2011/12,S08000020, ,SMR04, ,8 - 28 days,610
3669,2011/12,S08000020, ,SMR04, ,29 days - 6 months,585
3670,2011/12,S08000020, ,SMR04, ,> 6 months,105
3671,2011/12,S08000020, ,Total,d,< 1 day,170
3672,2011/12,S08000020, ,Total,d,1 - 7 days,1020
3673,2011/12,S08000020, ,Total,d,8 - 28 days,780
3674,2011/12,S08000020, ,Total,d,29 days - 6 months,640
3675,2011/12,S08000020, ,Total,d,> 6 months,105
3676,2011/12,S08000031, ,SMR01, ,< 1 day,705
3677,2011/12,S08000031, ,SMR01, ,1 - 7 days,2060
3678,2011/12,S08000031, ,SMR01, ,8 - 28 days,460
3679,2011/12,S08000031, ,SMR01, ,29 days - 6 months,245
3680,2011/12,S08000031, ,SMR01, ,> 6 months,20
3681,2011/12,S08000031, ,SMR04, ,< 1 day,50
3682,2011/12,S08000031, ,SMR04, ,1 - 7 days,905
3683,2011/12,S08000031, ,SMR04, ,8 - 28 days,1490
3684,2011/12,S08000031, ,SMR04, ,29 days - 6 months,1455
3685,2011/12,S08000031, ,SMR04, ,> 6 months,385
3686,2011/12,S08000031, ,Total,d,< 1 day,755
3687,2011/12,S08000031, ,Total,d,1 - 7 days,2965
3688,2011/12,S08000031, ,Total,d,8 - 28 days,1950
3689,2011/12,S08000031, ,Total,d,29 days - 6 months,1700
3690,2011/12,S08000031, ,Total,d,> 6 months,405
3691,2011/12,S08000022, ,SMR01, ,< 1 day,135
3692,2011/12,S08000022, ,SMR01, ,1 - 7 days,465
3693,2011/12,S08000022, ,SMR01, ,8 - 28 days,85
3694,2011/12,S08000022, ,SMR01, ,29 days - 6 months,45
3695,2011/12,S08000022, ,SMR01, ,> 6 months,0
3696,2011/12,S08000022, ,SMR04, ,< 1 day,25
3697,2011/12,S08000022, ,SMR04, ,1 - 7 days,310
3698,2011/12,S08000022, ,SMR04, ,8 - 28 days,390
3699,2011/12,S08000022, ,SMR04, ,29 days - 6 months,380
3700,2011/12,S08000022, ,SMR04, ,> 6 months,75
3701,2011/12,S08000022, ,Total,d,< 1 day,160
3702,2011/12,S08000022, ,Total,d,1 - 7 days,770
3703,2011/12,S08000022, ,Total,d,8 - 28 days,475
3704,2011/12,S08000022, ,Total,d,29 days - 6 months,425
3705,2011/12,S08000022, ,Total,d,> 6 months,75
3706,2011/12,S08000032, ,SMR01, ,< 1 day,250
3707,2011/12,S08000032, ,SMR01, ,1 - 7 days,735
3708,2011/12,S08000032, ,SMR01, ,8 - 28 days,205
3709,2011/12,S08000032, ,SMR01, ,29 days - 6 months,45
3710,2011/12,S08000032, ,SMR01, ,> 6 months,0
3711,2011/12,S08000032, ,SMR04, ,< 1 day,45
3712,2011/12,S08000032, ,SMR04, ,1 - 7 days,605
3713,2011/12,S08000032, ,SMR04, ,8 - 28 days,880
3714,2011/12,S08000032, ,SMR04, ,29 days - 6 months,480
3715,2011/12,S08000032, ,SMR04, ,> 6 months,70
3716,2011/12,S08000032, ,Total,d,< 1 day,295
3717,2011/12,S08000032, ,Total,d,1 - 7 days,1340
3718,2011/12,S08000032, ,Total,d,8 - 28 days,1085
3719,2011/12,S08000032, ,Total,d,29 days - 6 months,525
3720,2011/12,S08000032, ,Total,d,> 6 months,70
3721,2011/12,S08000024, ,SMR01, ,< 1 day,355
3722,2011/12,S08000024, ,SMR01, ,1 - 7 days,760
3723,2011/12,S08000024, ,SMR01, ,8 - 28 days,380
3724,2011/12,S08000024, ,SMR01, ,29 days - 6 months,220
3725,2011/12,S08000024, ,SMR01, ,> 6 months,10
3726,2011/12,S08000024, ,SMR04, ,< 1 day,80
3727,2011/12,S08000024, ,SMR04, ,1 - 7 days,940
3728,2011/12,S08000024, ,SMR04, ,8 - 28 days,990
3729,2011/12,S08000024, ,SMR04, ,29 days - 6 months,705
3730,2011/12,S08000024, ,SMR04, ,> 6 months,205
3731,2011/12,S08000024, ,Total,d,< 1 day,435
3732,2011/12,S08000024, ,Total,d,1 - 7 days,1700
3733,2011/12,S08000024, ,Total,d,8 - 28 days,1370
3734,2011/12,S08000024, ,Total,d,29 days - 6 months,925
3735,2011/12,S08000024, ,Total,d,> 6 months,220
3736,2011/12,S08000025, ,SMR01, ,< 1 day,25
3737,2011/12,S08000025, ,SMR01, ,1 - 7 days,30
3738,2011/12,S08000025, ,SMR01, ,8 - 28 days,0
3739,2011/12,S08000025, ,SMR01, ,29 days - 6 months,0
3740,2011/12,S08000025, ,SMR01, ,> 6 months,0
3741,2011/12,S08000025, ,SMR04, ,< 1 day,0
3742,2011/12,S08000025, ,SMR04, ,1 - 7 days,0
3743,2011/12,S08000025, ,SMR04, ,8 - 28 days,0
3744,2011/12,S08000025, ,SMR04, ,29 days - 6 months,0
3745,2011/12,S08000025, ,SMR04, ,> 6 months,0
3746,2011/12,S08000025, ,Total,d,< 1 day,25
3747,2011/12,S08000025, ,Total,d,1 - 7 days,30
3748,2011/12,S08000025, ,Total,d,8 - 28 days,0
3749,2011/12,S08000025, ,Total,d,29 days - 6 months,0
3750,2011/12,S08000025, ,Total,d,> 6 months,0
3751,2011/12,S08000026, ,SMR01, ,< 1 day,35
3752,2011/12,S08000026, ,SMR01, ,1 - 7 days,55
3753,2011/12,S08000026, ,SMR01, ,8 - 28 days,0
3754,2011/12,S08000026, ,SMR01, ,29 days - 6 months,0
3755,2011/12,S08000026, ,SMR01, ,> 6 months,0
3756,2011/12,S08000026, ,SMR04, ,< 1 day,0
3757,2011/12,S08000026, ,SMR04, ,1 - 7 days,0
3758,2011/12,S08000026, ,SMR04, ,8 - 28 days,0
3759,2011/12,S08000026, ,SMR04, ,29 days - 6 months,0
3760,2011/12,S08000026, ,SMR04, ,> 6 months,0
3761,2011/12,S08000026, ,Total,d,< 1 day,35
3762,2011/12,S08000026, ,Total,d,1 - 7 days,55
3763,2011/12,S08000026, ,Total,d,8 - 28 days,0
3764,2011/12,S08000026, ,Total,d,29 days - 6 months,0
3765,2011/12,S08000026, ,Total,d,> 6 months,0
3766,2011/12,S08000030, ,SMR01, ,< 1 day,85
3767,2011/12,S08000030, ,SMR01, ,1 - 7 days,260
3768,2011/12,S08000030, ,SMR01, ,8 - 28 days,110
3769,2011/12,S08000030, ,SMR01, ,29 days - 6 months,65
3770,2011/12,S08000030, ,SMR01, ,> 6 months,0
3771,2011/12,S08000030, ,SMR04, ,< 1 day,25
3772,2011/12,S08000030, ,SMR04, ,1 - 7 days,460
3773,2011/12,S08000030, ,SMR04, ,8 - 28 days,515
3774,2011/12,S08000030, ,SMR04, ,29 days - 6 months,530
3775,2011/12,S08000030, ,SMR04, ,> 6 months,130
3776,2011/12,S08000030, ,Total,d,< 1 day,110
3777,2011/12,S08000030, ,Total,d,1 - 7 days,725
3778,2011/12,S08000030, ,Total,d,8 - 28 days,625
3779,2011/12,S08000030, ,Total,d,29 days - 6 months,595
3780,2011/12,S08000030, ,Total,d,> 6 months,130
3781,2011/12,S08000028, ,SMR01, ,< 1 day,10
3782,2011/12,S08000028, ,SMR01, ,1 - 7 days,50
3783,2011/12,S08000028, ,SMR01, ,8 - 28 days,15
3784,2011/12,S08000028, ,SMR01, ,29 days - 6 months,5
3785,2011/12,S08000028, ,SMR01, ,> 6 months,0
3786,2011/12,S08000028, ,SMR04, ,< 1 day,0
3787,2011/12,S08000028, ,SMR04, ,1 - 7 days,5
3788,2011/12,S08000028, ,SMR04, ,8 - 28 days,20
3789,2011/12,S08000028, ,SMR04, ,29 days - 6 months,25
3790,2011/12,S08000028, ,SMR04, ,> 6 months,10
3791,2011/12,S08000028, ,Total,d,< 1 day,15
3792,2011/12,S08000028, ,Total,d,1 - 7 days,60
3793,2011/12,S08000028, ,Total,d,8 - 28 days,35
3794,2011/12,S08000028, ,Total,d,29 days - 6 months,25
3795,2011/12,S08000028, ,Total,d,> 6 months,10
3796,2011/12,SB0802, ,SMR01, ,< 1 day,0
3797,2011/12,SB0802, ,SMR01, ,1 - 7 days,0
3798,2011/12,SB0802, ,SMR01, ,8 - 28 days,0
3799,2011/12,SB0802, ,SMR01, ,29 days - 6 months,0
3800,2011/12,SB0802, ,SMR01, ,> 6 months,0
3801,2011/12,SB0802, ,SMR04, ,< 1 day,0
3802,2011/12,SB0802, ,SMR04, ,1 - 7 days,0
3803,2011/12,SB0802, ,SMR04, ,8 - 28 days,0
3804,2011/12,SB0802, ,SMR04, ,29 days - 6 months,0
3805,2011/12,SB0802, ,SMR04, ,> 6 months,5
3806,2011/12,SB0802, ,Total,d,< 1 day,0
3807,2011/12,SB0802, ,Total,d,1 - 7 days,0
3808,2011/12,SB0802, ,Total,d,8 - 28 days,0
3809,2011/12,SB0802, ,Total,d,29 days - 6 months,0
3810,2011/12,SB0802, ,Total,d,> 6 months,5
3811,2011/12,S92000003,d,SMR01, ,< 1 day,2360
3812,2011/12,S92000003,d,SMR01, ,1 - 7 days,6000
3813,2011/12,S92000003,d,SMR01, ,8 - 28 days,1850
3814,2011/12,S92000003,d,SMR01, ,29 days - 6 months,825
3815,2011/12,S92000003,d,SMR01, ,> 6 months,45
3816,2011/12,S92000003,d,SMR04, ,< 1 day,370
3817,2011/12,S92000003,d,SMR04, ,1 - 7 days,5210
3818,2011/12,S92000003,d,SMR04, ,8 - 28 days,6330
3819,2011/12,S92000003,d,SMR04, ,29 days - 6 months,5410
3820,2011/12,S92000003,d,SMR04, ,> 6 months,1250
3821,2011/12,S92000003,d,Total,d,< 1 day,2730
3822,2011/12,S92000003,d,Total,d,1 - 7 days,11210
3823,2011/12,S92000003,d,Total,d,8 - 28 days,8180
3824,2011/12,S92000003,d,Total,d,29 days - 6 months,6235
3825,2011/12,S92000003,d,Total,d,> 6 months,1295
3826,2012/13,SB0801, ,SMR01, ,< 1 day,0
3827,2012/13,SB0801, ,SMR01, ,1 - 7 days,0
3828,2012/13,SB0801, ,SMR01, ,8 - 28 days,0
3829,2012/13,SB0801, ,SMR01, ,29 days - 6 months,0
3830,2012/13,SB0801, ,SMR01, ,> 6 months,0
3831,2012/13,SB0801, ,SMR04, ,< 1 day,0
3832,2012/13,SB0801, ,SMR04, ,1 - 7 days,0
3833,2012/13,SB0801, ,SMR04, ,8 - 28 days,0
3834,2012/13,SB0801, ,SMR04, ,29 days - 6 months,0
3835,2012/13,SB0801, ,SMR04, ,> 6 months,0
3836,2012/13,SB0801, ,Total,d,< 1 day,0
3837,2012/13,SB0801, ,Total,d,1 - 7 days,0
3838,2012/13,SB0801, ,Total,d,8 - 28 days,0
3839,2012/13,SB0801, ,Total,d,29 days - 6 months,0
3840,2012/13,SB0801, ,Total,d,> 6 months,0
3841,2012/13,S08000015, ,SMR01, ,< 1 day,180
3842,2012/13,S08000015, ,SMR01, ,1 - 7 days,460
3843,2012/13,S08000015, ,SMR01, ,8 - 28 days,125
3844,2012/13,S08000015, ,SMR01, ,29 days - 6 months,35
3845,2012/13,S08000015, ,SMR01, ,> 6 months,0
3846,2012/13,S08000015, ,SMR04, ,< 1 day,20
3847,2012/13,S08000015, ,SMR04, ,1 - 7 days,325
3848,2012/13,S08000015, ,SMR04, ,8 - 28 days,415
3849,2012/13,S08000015, ,SMR04, ,29 days - 6 months,365
3850,2012/13,S08000015, ,SMR04, ,> 6 months,60
3851,2012/13,S08000015, ,Total,d,< 1 day,200
3852,2012/13,S08000015, ,Total,d,1 - 7 days,785
3853,2012/13,S08000015, ,Total,d,8 - 28 days,540
3854,2012/13,S08000015, ,Total,d,29 days - 6 months,400
3855,2012/13,S08000015, ,Total,d,> 6 months,60
3856,2012/13,S08000016, ,SMR01, ,< 1 day,65
3857,2012/13,S08000016, ,SMR01, ,1 - 7 days,105
3858,2012/13,S08000016, ,SMR01, ,8 - 28 days,55
3859,2012/13,S08000016, ,SMR01, ,29 days - 6 months,15
3860,2012/13,S08000016, ,SMR01, ,> 6 months,0
3861,2012/13,S08000016, ,SMR04, ,< 1 day,15
3862,2012/13,S08000016, ,SMR04, ,1 - 7 days,140
3863,2012/13,S08000016, ,SMR04, ,8 - 28 days,140
3864,2012/13,S08000016, ,SMR04, ,29 days - 6 months,130
3865,2012/13,S08000016, ,SMR04, ,> 6 months,25
3866,2012/13,S08000016, ,Total,d,< 1 day,75
3867,2012/13,S08000016, ,Total,d,1 - 7 days,245
3868,2012/13,S08000016, ,Total,d,8 - 28 days,190
3869,2012/13,S08000016, ,Total,d,29 days - 6 months,145
3870,2012/13,S08000016, ,Total,d,> 6 months,25
3871,2012/13,S08000017, ,SMR01, ,< 1 day,190
3872,2012/13,S08000017, ,SMR01, ,1 - 7 days,130
3873,2012/13,S08000017, ,SMR01, ,8 - 28 days,50
3874,2012/13,S08000017, ,SMR01, ,29 days - 6 months,25
3875,2012/13,S08000017, ,SMR01, ,> 6 months,0
3876,2012/13,S08000017, ,SMR04, ,< 1 day,20
3877,2012/13,S08000017, ,SMR04, ,1 - 7 days,240
3878,2012/13,S08000017, ,SMR04, ,8 - 28 days,175
3879,2012/13,S08000017, ,SMR04, ,29 days - 6 months,115
3880,2012/13,S08000017, ,SMR04, ,> 6 months,25
3881,2012/13,S08000017, ,Total,d,< 1 day,210
3882,2012/13,S08000017, ,Total,d,1 - 7 days,370
3883,2012/13,S08000017, ,Total,d,8 - 28 days,230
3884,2012/13,S08000017, ,Total,d,29 days - 6 months,140
3885,2012/13,S08000017, ,Total,d,> 6 months,30
3886,2012/13,S08000029, ,SMR01, ,< 1 day,205
