_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
466,1998/99,S08000028, ,SMR01, ,< 1 day,20
467,1998/99,S08000028, ,SMR01, ,1 - 7 days,80
468,1998/99,S08000028, ,SMR01, ,8 - 28 days,25
469,1998/99,S08000028, ,SMR01, ,29 days - 6 months,5
470,1998/99,S08000028, ,SMR01, ,> 6 months,0
471,1998/99,S08000028, ,SMR04, ,< 1 day,0
472,1998/99,S08000028, ,SMR04, ,1 - 7 days,5
473,1998/99,S08000028, ,SMR04, ,8 - 28 days,25
474,1998/99,S08000028, ,SMR04, ,29 days - 6 months,5
475,1998/99,S08000028, ,SMR04, ,> 6 months,5
476,1998/99,S08000028, ,Total,d,< 1 day,20
477,1998/99,S08000028, ,Total,d,1 - 7 days,85
478,1998/99,S08000028, ,Total,d,8 - 28 days,50
479,1998/99,S08000028, ,Total,d,29 days - 6 months,10
480,1998/99,S08000028, ,Total,d,> 6 months,5
481,1998/99,SB0802, ,SMR01, ,< 1 day,0
482,1998/99,SB0802, ,SMR01, ,1 - 7 days,0
483,1998/99,SB0802, ,SMR01, ,8 - 28 days,0
484,1998/99,SB0802, ,SMR01, ,29 days - 6 months,0
485,1998/99,SB0802, ,SMR01, ,> 6 months,0
486,1998/99,SB0802, ,SMR04, ,< 1 day,0
487,1998/99,SB0802, ,SMR04, ,1 - 7 days,0
488,1998/99,SB0802, ,SMR04, ,8 - 28 days,0
489,1998/99,SB0802, ,SMR04, ,29 days - 6 months,5
490,1998/99,SB0802, ,SMR04, ,> 6 months,15
491,1998/99,SB0802, ,Total,d,< 1 day,0
492,1998/99,SB0802, ,Total,d,1 - 7 days,0
493,1998/99,SB0802, ,Total,d,8 - 28 days,0
494,1998/99,SB0802, ,Total,d,29 days - 6 months,5
495,1998/99,SB0802, ,Total,d,> 6 months,15
496,1998/99,S92000003,d,SMR01, ,< 1 day,1715
497,1998/99,S92000003,d,SMR01, ,1 - 7 days,4425
498,1998/99,S92000003,d,SMR01, ,8 - 28 days,1685
499,1998/99,S92000003,d,SMR01, ,29 days - 6 months,1010
500,1998/99,S92000003,d,SMR01, ,> 6 months,80
501,1998/99,S92000003,d,SMR04, ,< 1 day,640
502,1998/99,S92000003,d,SMR04, ,1 - 7 days,7200
503,1998/99,S92000003,d,SMR04, ,8 - 28 days,10805
504,1998/99,S92000003,d,SMR04, ,29 days - 6 months,8245
505,1998/99,S92000003,d,SMR04, ,> 6 months,2205
506,1998/99,S92000003,d,Total,d,< 1 day,2355
507,1998/99,S92000003,d,Total,d,1 - 7 days,11625
508,1998/99,S92000003,d,Total,d,8 - 28 days,12495
509,1998/99,S92000003,d,Total,d,29 days - 6 months,9255
510,1998/99,S92000003,d,Total,d,> 6 months,2285
511,1999/00,SB0801, ,SMR01, ,< 1 day,0
512,1999/00,SB0801, ,SMR01, ,1 - 7 days,0
513,1999/00,SB0801, ,SMR01, ,8 - 28 days,0
514,1999/00,SB0801, ,SMR01, ,29 days - 6 months,0
515,1999/00,SB0801, ,SMR01, ,> 6 months,0
516,1999/00,SB0801, ,SMR04, ,< 1 day,0
517,1999/00,SB0801, ,SMR04, ,1 - 7 days,0
518,1999/00,SB0801, ,SMR04, ,8 - 28 days,0
519,1999/00,SB0801, ,SMR04, ,29 days - 6 months,0
520,1999/00,SB0801, ,SMR04, ,> 6 months,0
521,1999/00,SB0801, ,Total,d,< 1 day,0
522,1999/00,SB0801, ,Total,d,1 - 7 days,0
523,1999/00,SB0801, ,Total,d,8 - 28 days,0
524,1999/00,SB0801, ,Total,d,29 days - 6 months,0
525,1999/00,SB0801, ,Total,d,> 6 months,0
526,1999/00,S08000015, ,SMR01, ,< 1 day,225
527,1999/00,S08000015, ,SMR01, ,1 - 7 days,420
528,1999/00,S08000015, ,SMR01, ,8 - 28 days,75
529,1999/00,S08000015, ,SMR01, ,29 days - 6 months,45
530,1999/00,S08000015, ,SMR01, ,> 6 months,5
531,1999/00,S08000015, ,SMR04, ,< 1 day,45
532,1999/00,S08000015, ,SMR04, ,1 - 7 days,615
533,1999/00,S08000015, ,SMR04, ,8 - 28 days,930
534,1999/00,S08000015, ,SMR04, ,29 days - 6 months,585
535,1999/00,S08000015, ,SMR04, ,> 6 months,135
536,1999/00,S08000015, ,Total,d,< 1 day,265
537,1999/00,S08000015, ,Total,d,1 - 7 days,1030
538,1999/00,S08000015, ,Total,d,8 - 28 days,1005
539,1999/00,S08000015, ,Total,d,29 days - 6 months,630
540,1999/00,S08000015, ,Total,d,> 6 months,140
541,1999/00,S08000016, ,SMR01, ,< 1 day,45
542,1999/00,S08000016, ,SMR01, ,1 - 7 days,80
543,1999/00,S08000016, ,SMR01, ,8 - 28 days,55
544,1999/00,S08000016, ,SMR01, ,29 days - 6 months,30
545,1999/00,S08000016, ,SMR01, ,> 6 months,0
546,1999/00,S08000016, ,SMR04, ,< 1 day,10
547,1999/00,S08000016, ,SMR04, ,1 - 7 days,165
548,1999/00,S08000016, ,SMR04, ,8 - 28 days,195
549,1999/00,S08000016, ,SMR04, ,29 days - 6 months,135
550,1999/00,S08000016, ,SMR04, ,> 6 months,45
551,1999/00,S08000016, ,Total,d,< 1 day,55
552,1999/00,S08000016, ,Total,d,1 - 7 days,245
553,1999/00,S08000016, ,Total,d,8 - 28 days,255
554,1999/00,S08000016, ,Total,d,29 days - 6 months,165
555,1999/00,S08000016, ,Total,d,> 6 months,45
556,1999/00,S08000017, ,SMR01, ,< 1 day,55
557,1999/00,S08000017, ,SMR01, ,1 - 7 days,95
558,1999/00,S08000017, ,SMR01, ,8 - 28 days,50
559,1999/00,S08000017, ,SMR01, ,29 days - 6 months,15
560,1999/00,S08000017, ,SMR01, ,> 6 months,0
561,1999/00,S08000017, ,SMR04, ,< 1 day,15
562,1999/00,S08000017, ,SMR04, ,1 - 7 days,170
563,1999/00,S08000017, ,SMR04, ,8 - 28 days,215
564,1999/00,S08000017, ,SMR04, ,29 days - 6 months,245
565,1999/00,S08000017, ,SMR04, ,> 6 months,55
566,1999/00,S08000017, ,Total,d,< 1 day,70
567,1999/00,S08000017, ,Total,d,1 - 7 days,265
568,1999/00,S08000017, ,Total,d,8 - 28 days,265
569,1999/00,S08000017, ,Total,d,29 days - 6 months,265
570,1999/00,S08000017, ,Total,d,> 6 months,60
571,1999/00,S08000029, ,SMR01, ,< 1 day,70
572,1999/00,S08000029, ,SMR01, ,1 - 7 days,135
573,1999/00,S08000029, ,SMR01, ,8 - 28 days,55
574,1999/00,S08000029, ,SMR01, ,29 days - 6 months,35
575,1999/00,S08000029, ,SMR01, ,> 6 months,5
576,1999/00,S08000029, ,SMR04, ,< 1 day,25
577,1999/00,S08000029, ,SMR04, ,1 - 7 days,505
578,1999/00,S08000029, ,SMR04, ,8 - 28 days,570
579,1999/00,S08000029, ,SMR04, ,29 days - 6 months,460
580,1999/00,S08000029, ,SMR04, ,> 6 months,115
581,1999/00,S08000029, ,Total,d,< 1 day,95
582,1999/00,S08000029, ,Total,d,1 - 7 days,640
583,1999/00,S08000029, ,Total,d,8 - 28 days,625
584,1999/00,S08000029, ,Total,d,29 days - 6 months,495
585,1999/00,S08000029, ,Total,d,> 6 months,120
586,1999/00,S08000019, ,SMR01, ,< 1 day,40
587,1999/00,S08000019, ,SMR01, ,1 - 7 days,170
588,1999/00,S08000019, ,SMR01, ,8 - 28 days,70
589,1999/00,S08000019, ,SMR01, ,29 days - 6 months,30
590,1999/00,S08000019, ,SMR01, ,> 6 months,0
591,1999/00,S08000019, ,SMR04, ,< 1 day,70
592,1999/00,S08000019, ,SMR04, ,1 - 7 days,230
593,1999/00,S08000019, ,SMR04, ,8 - 28 days,350
594,1999/00,S08000019, ,SMR04, ,29 days - 6 months,310
595,1999/00,S08000019, ,SMR04, ,> 6 months,95
596,1999/00,S08000019, ,Total,d,< 1 day,105
597,1999/00,S08000019, ,Total,d,1 - 7 days,395
598,1999/00,S08000019, ,Total,d,8 - 28 days,420
599,1999/00,S08000019, ,Total,d,29 days - 6 months,340
600,1999/00,S08000019, ,Total,d,> 6 months,95
601,1999/00,S08000020, ,SMR01, ,< 1 day,175
602,1999/00,S08000020, ,SMR01, ,1 - 7 days,435
603,1999/00,S08000020, ,SMR01, ,8 - 28 days,210
604,1999/00,S08000020, ,SMR01, ,29 days - 6 months,90
605,1999/00,S08000020, ,SMR01, ,> 6 months,5
606,1999/00,S08000020, ,SMR04, ,< 1 day,35
607,1999/00,S08000020, ,SMR04, ,1 - 7 days,560
608,1999/00,S08000020, ,SMR04, ,8 - 28 days,865
609,1999/00,S08000020, ,SMR04, ,29 days - 6 months,620
610,1999/00,S08000020, ,SMR04, ,> 6 months,180
611,1999/00,S08000020, ,Total,d,< 1 day,215
612,1999/00,S08000020, ,Total,d,1 - 7 days,995
613,1999/00,S08000020, ,Total,d,8 - 28 days,1080
614,1999/00,S08000020, ,Total,d,29 days - 6 months,710
615,1999/00,S08000020, ,Total,d,> 6 months,185
616,1999/00,S08000031, ,SMR01, ,< 1 day,405
617,1999/00,S08000031, ,SMR01, ,1 - 7 days,1225
618,1999/00,S08000031, ,SMR01, ,8 - 28 days,515
619,1999/00,S08000031, ,SMR01, ,29 days - 6 months,340
620,1999/00,S08000031, ,SMR01, ,> 6 months,25
621,1999/00,S08000031, ,SMR04, ,< 1 day,205
622,1999/00,S08000031, ,SMR04, ,1 - 7 days,1880
623,1999/00,S08000031, ,SMR04, ,8 - 28 days,2560
624,1999/00,S08000031, ,SMR04, ,29 days - 6 months,2235
625,1999/00,S08000031, ,SMR04, ,> 6 months,585
626,1999/00,S08000031, ,Total,d,< 1 day,610
627,1999/00,S08000031, ,Total,d,1 - 7 days,3105
628,1999/00,S08000031, ,Total,d,8 - 28 days,3070
629,1999/00,S08000031, ,Total,d,29 days - 6 months,2570
630,1999/00,S08000031, ,Total,d,> 6 months,610
631,1999/00,S08000022, ,SMR01, ,< 1 day,210
632,1999/00,S08000022, ,SMR01, ,1 - 7 days,585
633,1999/00,S08000022, ,SMR01, ,8 - 28 days,170
634,1999/00,S08000022, ,SMR01, ,29 days - 6 months,70
635,1999/00,S08000022, ,SMR01, ,> 6 months,15
636,1999/00,S08000022, ,SMR04, ,< 1 day,40
637,1999/00,S08000022, ,SMR04, ,1 - 7 days,595
638,1999/00,S08000022, ,SMR04, ,8 - 28 days,825
639,1999/00,S08000022, ,SMR04, ,29 days - 6 months,545
640,1999/00,S08000022, ,SMR04, ,> 6 months,95
641,1999/00,S08000022, ,Total,d,< 1 day,250
642,1999/00,S08000022, ,Total,d,1 - 7 days,1180
643,1999/00,S08000022, ,Total,d,8 - 28 days,1000
644,1999/00,S08000022, ,Total,d,29 days - 6 months,610
645,1999/00,S08000022, ,Total,d,> 6 months,105
646,1999/00,S08000032, ,SMR01, ,< 1 day,170
647,1999/00,S08000032, ,SMR01, ,1 - 7 days,470
648,1999/00,S08000032, ,SMR01, ,8 - 28 days,105
649,1999/00,S08000032, ,SMR01, ,29 days - 6 months,70
650,1999/00,S08000032, ,SMR01, ,> 6 months,5
651,1999/00,S08000032, ,SMR04, ,< 1 day,75
652,1999/00,S08000032, ,SMR04, ,1 - 7 days,610
653,1999/00,S08000032, ,SMR04, ,8 - 28 days,985
654,1999/00,S08000032, ,SMR04, ,29 days - 6 months,745
655,1999/00,S08000032, ,SMR04, ,> 6 months,190
656,1999/00,S08000032, ,Total,d,< 1 day,245
657,1999/00,S08000032, ,Total,d,1 - 7 days,1080
658,1999/00,S08000032, ,Total,d,8 - 28 days,1090
659,1999/00,S08000032, ,Total,d,29 days - 6 months,810
660,1999/00,S08000032, ,Total,d,> 6 months,195
661,1999/00,S08000024, ,SMR01, ,< 1 day,200
662,1999/00,S08000024, ,SMR01, ,1 - 7 days,440
663,1999/00,S08000024, ,SMR01, ,8 - 28 days,210
664,1999/00,S08000024, ,SMR01, ,29 days - 6 months,170
665,1999/00,S08000024, ,SMR01, ,> 6 months,5
666,1999/00,S08000024, ,SMR04, ,< 1 day,80
667,1999/00,S08000024, ,SMR04, ,1 - 7 days,1270
668,1999/00,S08000024, ,SMR04, ,8 - 28 days,1880
669,1999/00,S08000024, ,SMR04, ,29 days - 6 months,1200
670,1999/00,S08000024, ,SMR04, ,> 6 months,325
671,1999/00,S08000024, ,Total,d,< 1 day,285
672,1999/00,S08000024, ,Total,d,1 - 7 days,1710
673,1999/00,S08000024, ,Total,d,8 - 28 days,2090
674,1999/00,S08000024, ,Total,d,29 days - 6 months,1375
675,1999/00,S08000024, ,Total,d,> 6 months,330
676,1999/00,S08000025, ,SMR01, ,< 1 day,25
677,1999/00,S08000025, ,SMR01, ,1 - 7 days,20
678,1999/00,S08000025, ,SMR01, ,8 - 28 days,5
679,1999/00,S08000025, ,SMR01, ,29 days - 6 months,0
680,1999/00,S08000025, ,SMR01, ,> 6 months,0
681,1999/00,S08000025, ,SMR04, ,< 1 day,0
682,1999/00,S08000025, ,SMR04, ,1 - 7 days,0
683,1999/00,S08000025, ,SMR04, ,8 - 28 days,0
684,1999/00,S08000025, ,SMR04, ,29 days - 6 months,0
685,1999/00,S08000025, ,SMR04, ,> 6 months,0
686,1999/00,S08000025, ,Total,d,< 1 day,25
687,1999/00,S08000025, ,Total,d,1 - 7 days,20
688,1999/00,S08000025, ,Total,d,8 - 28 days,5
689,1999/00,S08000025, ,Total,d,29 days - 6 months,0
690,1999/00,S08000025, ,Total,d,> 6 months,0
691,1999/00,S08000026, ,SMR01, ,< 1 day,35
692,1999/00,S08000026, ,SMR01, ,1 - 7 days,40
693,1999/00,S08000026, ,SMR01, ,8 - 28 days,15
694,1999/00,S08000026, ,SMR01, ,29 days - 6 months,0
695,1999/00,S08000026, ,SMR01, ,> 6 months,0
696,1999/00,S08000026, ,SMR04, ,< 1 day,0
697,1999/00,S08000026, ,SMR04, ,1 - 7 days,0
698,1999/00,S08000026, ,SMR04, ,8 - 28 days,0
699,1999/00,S08000026, ,SMR04, ,29 days - 6 months,0
700,1999/00,S08000026, ,SMR04, ,> 6 months,0
701,1999/00,S08000026, ,Total,d,< 1 day,35
702,1999/00,S08000026, ,Total,d,1 - 7 days,40
703,1999/00,S08000026, ,Total,d,8 - 28 days,15
704,1999/00,S08000026, ,Total,d,29 days - 6 months,0
705,1999/00,S08000026, ,Total,d,> 6 months,0
706,1999/00,S08000030, ,SMR01, ,< 1 day,190
707,1999/00,S08000030, ,SMR01, ,1 - 7 days,275
708,1999/00,S08000030, ,SMR01, ,8 - 28 days,100
709,1999/00,S08000030, ,SMR01, ,29 days - 6 months,75
710,1999/00,S08000030, ,SMR01, ,> 6 months,0
711,1999/00,S08000030, ,SMR04, ,< 1 day,60
712,1999/00,S08000030, ,SMR04, ,1 - 7 days,615
713,1999/00,S08000030, ,SMR04, ,8 - 28 days,840
714,1999/00,S08000030, ,SMR04, ,29 days - 6 months,725
715,1999/00,S08000030, ,SMR04, ,> 6 months,220
716,1999/00,S08000030, ,Total,d,< 1 day,245
717,1999/00,S08000030, ,Total,d,1 - 7 days,885
718,1999/00,S08000030, ,Total,d,8 - 28 days,935
719,1999/00,S08000030, ,Total,d,29 days - 6 months,795
720,1999/00,S08000030, ,Total,d,> 6 months,225
721,1999/00,S08000028, ,SMR01, ,< 1 day,25
722,1999/00,S08000028, ,SMR01, ,1 - 7 days,95
723,1999/00,S08000028, ,SMR01, ,8 - 28 days,25
724,1999/00,S08000028, ,SMR01, ,29 days - 6 months,10
725,1999/00,S08000028, ,SMR01, ,> 6 months,0
726,1999/00,S08000028, ,SMR04, ,< 1 day,0
727,1999/00,S08000028, ,SMR04, ,1 - 7 days,30
728,1999/00,S08000028, ,SMR04, ,8 - 28 days,85
729,1999/00,S08000028, ,SMR04, ,29 days - 6 months,40
730,1999/00,S08000028, ,SMR04, ,> 6 months,10
731,1999/00,S08000028, ,Total,d,< 1 day,25
732,1999/00,S08000028, ,Total,d,1 - 7 days,125
733,1999/00,S08000028, ,Total,d,8 - 28 days,115
734,1999/00,S08000028, ,Total,d,29 days - 6 months,50
735,1999/00,S08000028, ,Total,d,> 6 months,15
736,1999/00,SB0802, ,SMR01, ,< 1 day,0
737,1999/00,SB0802, ,SMR01, ,1 - 7 days,0
738,1999/00,SB0802, ,SMR01, ,8 - 28 days,0
739,1999/00,SB0802, ,SMR01, ,29 days - 6 months,0
740,1999/00,SB0802, ,SMR01, ,> 6 months,0
741,1999/00,SB0802, ,SMR04, ,< 1 day,0
742,1999/00,SB0802, ,SMR04, ,1 - 7 days,0
743,1999/00,SB0802, ,SMR04, ,8 - 28 days,0
744,1999/00,SB0802, ,SMR04, ,29 days - 6 months,5
745,1999/00,SB0802, ,SMR04, ,> 6 months,20
746,1999/00,SB0802, ,Total,d,< 1 day,0
747,1999/00,SB0802, ,Total,d,1 - 7 days,0
748,1999/00,SB0802, ,Total,d,8 - 28 days,0
749,1999/00,SB0802, ,Total,d,29 days - 6 months,5
750,1999/00,SB0802, ,Total,d,> 6 months,20
751,1999/00,S92000003,d,SMR01, ,< 1 day,1865
752,1999/00,S92000003,d,SMR01, ,1 - 7 days,4480
753,1999/00,S92000003,d,SMR01, ,8 - 28 days,1665
754,1999/00,S92000003,d,SMR01, ,29 days - 6 months,980
755,1999/00,S92000003,d,SMR01, ,> 6 months,65
756,1999/00,S92000003,d,SMR04, ,< 1 day,660
757,1999/00,S92000003,d,SMR04, ,1 - 7 days,7245
758,1999/00,S92000003,d,SMR04, ,8 - 28 days,10305
759,1999/00,S92000003,d,SMR04, ,29 days - 6 months,7850
760,1999/00,S92000003,d,SMR04, ,> 6 months,2075
761,1999/00,S92000003,d,Total,d,< 1 day,2530
762,1999/00,S92000003,d,Total,d,1 - 7 days,11725
763,1999/00,S92000003,d,Total,d,8 - 28 days,11970
764,1999/00,S92000003,d,Total,d,29 days - 6 months,8825
765,1999/00,S92000003,d,Total,d,> 6 months,2140
766,2000/01,SB0801, ,SMR01, ,< 1 day,0
767,2000/01,SB0801, ,SMR01, ,1 - 7 days,0
768,2000/01,SB0801, ,SMR01, ,8 - 28 days,0
769,2000/01,SB0801, ,SMR01, ,29 days - 6 months,0
770,2000/01,SB0801, ,SMR01, ,> 6 months,0
771,2000/01,SB0801, ,SMR04, ,< 1 day,0
772,2000/01,SB0801, ,SMR04, ,1 - 7 days,0
773,2000/01,SB0801, ,SMR04, ,8 - 28 days,0
774,2000/01,SB0801, ,SMR04, ,29 days - 6 months,0
775,2000/01,SB0801, ,SMR04, ,> 6 months,0
776,2000/01,SB0801, ,Total,d,< 1 day,0
777,2000/01,SB0801, ,Total,d,1 - 7 days,0
778,2000/01,SB0801, ,Total,d,8 - 28 days,0
779,2000/01,SB0801, ,Total,d,29 days - 6 months,0
780,2000/01,SB0801, ,Total,d,> 6 months,0
781,2000/01,S08000015, ,SMR01, ,< 1 day,195
782,2000/01,S08000015, ,SMR01, ,1 - 7 days,410
783,2000/01,S08000015, ,SMR01, ,8 - 28 days,90
784,2000/01,S08000015, ,SMR01, ,29 days - 6 months,35
785,2000/01,S08000015, ,SMR01, ,> 6 months,0
786,2000/01,S08000015, ,SMR04, ,< 1 day,25
787,2000/01,S08000015, ,SMR04, ,1 - 7 days,625
788,2000/01,S08000015, ,SMR04, ,8 - 28 days,805
789,2000/01,S08000015, ,SMR04, ,29 days - 6 months,600
790,2000/01,S08000015, ,SMR04, ,> 6 months,140
791,2000/01,S08000015, ,Total,d,< 1 day,215
792,2000/01,S08000015, ,Total,d,1 - 7 days,1030
793,2000/01,S08000015, ,Total,d,8 - 28 days,895
794,2000/01,S08000015, ,Total,d,29 days - 6 months,635
795,2000/01,S08000015, ,Total,d,> 6 months,140
796,2000/01,S08000016, ,SMR01, ,< 1 day,40
797,2000/01,S08000016, ,SMR01, ,1 - 7 days,90
798,2000/01,S08000016, ,SMR01, ,8 - 28 days,40
799,2000/01,S08000016, ,SMR01, ,29 days - 6 months,25
800,2000/01,S08000016, ,SMR01, ,> 6 months,0
801,2000/01,S08000016, ,SMR04, ,< 1 day,5
802,2000/01,S08000016, ,SMR04, ,1 - 7 days,165
803,2000/01,S08000016, ,SMR04, ,8 - 28 days,185
804,2000/01,S08000016, ,SMR04, ,29 days - 6 months,150
805,2000/01,S08000016, ,SMR04, ,> 6 months,45
806,2000/01,S08000016, ,Total,d,< 1 day,45
807,2000/01,S08000016, ,Total,d,1 - 7 days,255
808,2000/01,S08000016, ,Total,d,8 - 28 days,225
809,2000/01,S08000016, ,Total,d,29 days - 6 months,175
810,2000/01,S08000016, ,Total,d,> 6 months,45
811,2000/01,S08000017, ,SMR01, ,< 1 day,35
812,2000/01,S08000017, ,SMR01, ,1 - 7 days,130
813,2000/01,S08000017, ,SMR01, ,8 - 28 days,35
814,2000/01,S08000017, ,SMR01, ,29 days - 6 months,15
815,2000/01,S08000017, ,SMR01, ,> 6 months,0
816,2000/01,S08000017, ,SMR04, ,< 1 day,25
817,2000/01,S08000017, ,SMR04, ,1 - 7 days,200
818,2000/01,S08000017, ,SMR04, ,8 - 28 days,215
819,2000/01,S08000017, ,SMR04, ,29 days - 6 months,230
820,2000/01,S08000017, ,SMR04, ,> 6 months,85
821,2000/01,S08000017, ,Total,d,< 1 day,60
822,2000/01,S08000017, ,Total,d,1 - 7 days,330
823,2000/01,S08000017, ,Total,d,8 - 28 days,250
824,2000/01,S08000017, ,Total,d,29 days - 6 months,250
825,2000/01,S08000017, ,Total,d,> 6 months,85
826,2000/01,S08000029, ,SMR01, ,< 1 day,50
827,2000/01,S08000029, ,SMR01, ,1 - 7 days,170
828,2000/01,S08000029, ,SMR01, ,8 - 28 days,40
829,2000/01,S08000029, ,SMR01, ,29 days - 6 months,30
830,2000/01,S08000029, ,SMR01, ,> 6 months,5
831,2000/01,S08000029, ,SMR04, ,< 1 day,30
832,2000/01,S08000029, ,SMR04, ,1 - 7 days,430
833,2000/01,S08000029, ,SMR04, ,8 - 28 days,545
834,2000/01,S08000029, ,SMR04, ,29 days - 6 months,400
835,2000/01,S08000029, ,SMR04, ,> 6 months,125
836,2000/01,S08000029, ,Total,d,< 1 day,80
837,2000/01,S08000029, ,Total,d,1 - 7 days,600
838,2000/01,S08000029, ,Total,d,8 - 28 days,585
839,2000/01,S08000029, ,Total,d,29 days - 6 months,430
840,2000/01,S08000029, ,Total,d,> 6 months,130
841,2000/01,S08000019, ,SMR01, ,< 1 day,40
842,2000/01,S08000019, ,SMR01, ,1 - 7 days,145
843,2000/01,S08000019, ,SMR01, ,8 - 28 days,55
844,2000/01,S08000019, ,SMR01, ,29 days - 6 months,20
845,2000/01,S08000019, ,SMR01, ,> 6 months,0
846,2000/01,S08000019, ,SMR04, ,< 1 day,65
847,2000/01,S08000019, ,SMR04, ,1 - 7 days,245
848,2000/01,S08000019, ,SMR04, ,8 - 28 days,380
849,2000/01,S08000019, ,SMR04, ,29 days - 6 months,335
850,2000/01,S08000019, ,SMR04, ,> 6 months,80
851,2000/01,S08000019, ,Total,d,< 1 day,105
852,2000/01,S08000019, ,Total,d,1 - 7 days,390
853,2000/01,S08000019, ,Total,d,8 - 28 days,435
854,2000/01,S08000019, ,Total,d,29 days - 6 months,360
855,2000/01,S08000019, ,Total,d,> 6 months,85
856,2000/01,S08000020, ,SMR01, ,< 1 day,145
857,2000/01,S08000020, ,SMR01, ,1 - 7 days,480
858,2000/01,S08000020, ,SMR01, ,8 - 28 days,200
859,2000/01,S08000020, ,SMR01, ,29 days - 6 months,90
860,2000/01,S08000020, ,SMR01, ,> 6 months,5
861,2000/01,S08000020, ,SMR04, ,< 1 day,40
862,2000/01,S08000020, ,SMR04, ,1 - 7 days,575
863,2000/01,S08000020, ,SMR04, ,8 - 28 days,855
864,2000/01,S08000020, ,SMR04, ,29 days - 6 months,595
865,2000/01,S08000020, ,SMR04, ,> 6 months,175
866,2000/01,S08000020, ,Total,d,< 1 day,190
867,2000/01,S08000020, ,Total,d,1 - 7 days,1055
868,2000/01,S08000020, ,Total,d,8 - 28 days,1055
869,2000/01,S08000020, ,Total,d,29 days - 6 months,685
870,2000/01,S08000020, ,Total,d,> 6 months,180
871,2000/01,S08000031, ,SMR01, ,< 1 day,350
872,2000/01,S08000031, ,SMR01, ,1 - 7 days,1270
873,2000/01,S08000031, ,SMR01, ,8 - 28 days,450
874,2000/01,S08000031, ,SMR01, ,29 days - 6 months,275
875,2000/01,S08000031, ,SMR01, ,> 6 months,20
876,2000/01,S08000031, ,SMR04, ,< 1 day,185
877,2000/01,S08000031, ,SMR04, ,1 - 7 days,1845
878,2000/01,S08000031, ,SMR04, ,8 - 28 days,2505
879,2000/01,S08000031, ,SMR04, ,29 days - 6 months,2185
880,2000/01,S08000031, ,SMR04, ,> 6 months,530
881,2000/01,S08000031, ,Total,d,< 1 day,535
882,2000/01,S08000031, ,Total,d,1 - 7 days,3115
883,2000/01,S08000031, ,Total,d,8 - 28 days,2955
884,2000/01,S08000031, ,Total,d,29 days - 6 months,2460
885,2000/01,S08000031, ,Total,d,> 6 months,550
886,2000/01,S08000022, ,SMR01, ,< 1 day,245
887,2000/01,S08000022, ,SMR01, ,1 - 7 days,625
888,2000/01,S08000022, ,SMR01, ,8 - 28 days,190
889,2000/01,S08000022, ,SMR01, ,29 days - 6 months,95
890,2000/01,S08000022, ,SMR01, ,> 6 months,10
891,2000/01,S08000022, ,SMR04, ,< 1 day,25
892,2000/01,S08000022, ,SMR04, ,1 - 7 days,605
893,2000/01,S08000022, ,SMR04, ,8 - 28 days,850
894,2000/01,S08000022, ,SMR04, ,29 days - 6 months,515
895,2000/01,S08000022, ,SMR04, ,> 6 months,100
896,2000/01,S08000022, ,Total,d,< 1 day,275
897,2000/01,S08000022, ,Total,d,1 - 7 days,1230
898,2000/01,S08000022, ,Total,d,8 - 28 days,1040
899,2000/01,S08000022, ,Total,d,29 days - 6 months,610
900,2000/01,S08000022, ,Total,d,> 6 months,110
901,2000/01,S08000032, ,SMR01, ,< 1 day,145
902,2000/01,S08000032, ,SMR01, ,1 - 7 days,465
903,2000/01,S08000032, ,SMR01, ,8 - 28 days,105
904,2000/01,S08000032, ,SMR01, ,29 days - 6 months,65
905,2000/01,S08000032, ,SMR01, ,> 6 months,5
906,2000/01,S08000032, ,SMR04, ,< 1 day,85
907,2000/01,S08000032, ,SMR04, ,1 - 7 days,680
908,2000/01,S08000032, ,SMR04, ,8 - 28 days,935
909,2000/01,S08000032, ,SMR04, ,29 days - 6 months,740
910,2000/01,S08000032, ,SMR04, ,> 6 months,155
911,2000/01,S08000032, ,Total,d,< 1 day,230
912,2000/01,S08000032, ,Total,d,1 - 7 days,1145
913,2000/01,S08000032, ,Total,d,8 - 28 days,1040
914,2000/01,S08000032, ,Total,d,29 days - 6 months,805
915,2000/01,S08000032, ,Total,d,> 6 months,160
916,2000/01,S08000024, ,SMR01, ,< 1 day,220
917,2000/01,S08000024, ,SMR01, ,1 - 7 days,470
918,2000/01,S08000024, ,SMR01, ,8 - 28 days,150
919,2000/01,S08000024, ,SMR01, ,29 days - 6 months,125
920,2000/01,S08000024, ,SMR01, ,> 6 months,10
921,2000/01,S08000024, ,SMR04, ,< 1 day,75
922,2000/01,S08000024, ,SMR04, ,1 - 7 days,1105
923,2000/01,S08000024, ,SMR04, ,8 - 28 days,1705
924,2000/01,S08000024, ,SMR04, ,29 days - 6 months,1200
925,2000/01,S08000024, ,SMR04, ,> 6 months,295
926,2000/01,S08000024, ,Total,d,< 1 day,300
927,2000/01,S08000024, ,Total,d,1 - 7 days,1575
928,2000/01,S08000024, ,Total,d,8 - 28 days,1855
929,2000/01,S08000024, ,Total,d,29 days - 6 months,1320
930,2000/01,S08000024, ,Total,d,> 6 months,300
931,2000/01,S08000025, ,SMR01, ,< 1 day,30
932,2000/01,S08000025, ,SMR01, ,1 - 7 days,35
